"corruption","crime_US_weight","deport_convict","deport_convict_d","deport_convict_lead","deport_nonconvict","deport_nonconvict_d","GDP_growth","GDPpercapita_const2010USD_log","gini_mkt","homrates_unodc","homrates_who","income_group","instr_benef_medicaidpregn_lag1","instr_enforce_everify_lag1","iso3","polity2","pop_sh14","population_log","region","remittances_GDP","urban_interp","war_intrastate","year","yr_sch"
5,NA,0.0197215492428401,NA,0.021001083612239,0.0619649837688453,NA,4.051610741,10.5213398701738,46.5,NA,1.82713264245697,"High income: OECD",NA,NA,"AUS",10,21.68254222,16.6977941390107,"East Asia & Pacific",0.395080441,NA,0,1994,11.2142872598191
5,NA,0.0298239463008584,0.021001083612239,0.0248502703750189,0.0543082051159739,-0.002002292443371,3.947615227,10.6005354964667,47.7,NA,1.73795369673702,"High income: OECD",NA,NA,"AUS",10,21.33550413,16.73419978702,"East Asia & Pacific",0.123538252,86.5,0,1997,11.1310761800069
5,524.318204376269,0.0656709733952756,0.0248502703750189,0.0177672295074156,0.154868271862903,0.113071225581426,3.867868797,10.6970136641396,48.5,NA,1.58082349589,"High income: OECD",NA,NA,"AUS",10,20.86679961,16.7679699192848,"East Asia & Pacific",0.124765623,87.2,0,2000,11.07
4.5,489.964809384164,0.0885529115906313,0.0177672295074156,0.0162075606081468,0.589962290182112,0.295342794541028,3.068304851,10.7461284114054,48.1,NA,1.37610581344032,"High income: OECD",0.58560794044665,0,"AUS",10,20.2032221,16.8059991071952,"East Asia & Pacific",0.139566806,87.8,0,2003,11.223967035383
4.5,483.038258515678,0.0752817385951198,0.0162075606081468,-0.00903705406909699,0.150778885005471,-0.298150575899472,2.978054386,10.8080838972387,47.7,1.32,NA,"High income: OECD",0.597338145725242,0,"AUS",10,19.57492527,16.8455428038139,"East Asia & Pacific",0.135751558,88.4,0,2006,11.4491736905989
4.5,433.630318069028,0.076737969793522,-0.00903705406909699,-0.0259937658024446,0.225171845318106,0.130775853816156,1.811957199,10.8522691579072,47.8,1.215,1.22218844687107,"High income: OECD",0.603203248364539,0.0618091585833521,"AUS",10,19.13106099,16.892440256864,"East Asia & Pacific",0.14394894,88.9,0,2009,11.5546136905989
4.5,389.405143243853,0.0777995149984637,-0.0259937658024446,0.00565968029801019,0.119980014799073,-0.193848095624818,3.634249616,10.8845990588981,48.1,1.08,1.17751602372193,"High income: OECD",0.724565756823821,0.137604331152718,"AUS",10,18.95650961,16.9391193780961,"East Asia & Pacific",0.156372741,89.6,0,2012,11.4078120829039
4.5,NA,0.0719905469050842,0.00565968029801019,NA,0.0869091166626541,-0.0339386100062081,2.421610556,10.9140317508169,NA,1.005,NA,"High income: OECD",0.744868035190616,0.304534175501917,"AUS",10,18.83526735,16.984748055074,"East Asia & Pacific",0.159148252,90.5,0,2015,NA
4,NA,NA,NA,NA,NA,NA,2.20501964,10.5461165534926,42.6,NA,1.03606925216885,"High income: OECD",NA,NA,"AUT",10,17.53406874,15.8909492238157,"Europe & Central Asia",0.430043329,65.7,0,1997,8.89285126760563
4,532.582349360925,0.0875239347746665,NA,-0.012988477533636,0.0750119295056108,NA,3.368407715,10.6440493118196,43.8,NA,0.893481462198921,"High income: OECD",NA,NA,"AUT",10,16.82714781,15.8963968055538,"Europe & Central Asia",0.91693057,65.8,0,2000,8.97
5,490.74236153378,0.0432161512387528,-0.012988477533636,0.059811747098856,0.191394402297293,0.110142653550166,0.756156576,10.6678010251591,45.5,NA,0.716234965236083,"High income: OECD",0.595556908094948,0,"AUT",10,16.33215719,15.9100159430894,"Europe & Central Asia",0.953834838,66.2,0,2003,9.14238816901408
5,485.894735240414,0.09699104069013,0.059811747098856,-0.0368229259056993,NA,NA,3.350831358,10.7306741563075,47.3,0.7,0.812299965779839,"High income: OECD",0.626597687157638,0,"AUT",10,15.76160251,15.9279807245968,"Europe & Central Asia",0.748868185,66.7,0,2006,9.36242215962441
5,433.698904443092,0.0479896852705551,-0.0368229259056993,-0.0124785250441904,NA,NA,-3.799075048,10.7338804408848,48.9,0.655,0.635993011188629,"High income: OECD",0.61442483262325,0.0441265976871576,"AUT",10,14.93234559,15.9369721362253,"Europe & Central Asia",0.774449037,67.3,0,2009,9.55114215962441
4.5,392.172641509434,0.0535163615384281,-0.0124785250441904,-0.0126999392733257,0.142890992942552,NA,0.7457561,10.7777722888206,49,0.91,0.487605562606128,"High income: OECD",0.702373706634206,0.116250760803408,"AUT",10,14.37363194,15.9473062623618,"Europe & Central Asia",0.739887738,68.4,0,2012,9.66848244131456
4.5,NA,0.0173748481003905,-0.0126999392733257,NA,0.0465813495618927,-0.00111670720639871,0.963058399,10.7712100641595,48.9,0.5,NA,"High income: OECD",0.725806451612903,0.322276323797931,"AUT",10,14.11996119,15.9711222030715,"Europe & Central Asia",0.744029567,70.2,0,2015,NA
NA,NA,0,NA,0,0,NA,-19.70000002,7.24046631471845,38.3,NA,50.6802551795532,"Upper middle income",NA,NA,"AZE",-3,33.70835621,15.8432639904854,"Europe & Central Asia",NA,NA,0,1994,NA
NA,NA,0,0,0,0,0,5.800000524,7.1529374844476,37.2,NA,6.41242712891169,"Upper middle income",NA,NA,"AZE",-6,32.96543169,15.8745261531249,"Europe & Central Asia",0.131122386,51.6,0,1997,NA
2,544.681241743725,0,0,NA,0,0,11.09999925,7.39841560391458,35.5,NA,3.88324297933647,"Upper middle income",NA,NA,"AZE",-7,31.14772464,15.9010087212266,"Europe & Central Asia",1.083560552,51.2,0,2000,NA
1.5,483.527080581242,0,NA,0,NA,NA,34.49999951,8.27477970017274,31.8,2.215,NA,"Upper middle income",NA,NA,"AZE",-7,25.42730495,15.9537574204768,"Europe & Central Asia",3.765968878,51.6,0,2006,NA
1.5,432.317833553501,0,0,0,NA,NA,9.410653764,8.63746232332833,NA,1.86,NA,"Upper middle income",0.782034346103038,0.0184940554821664,"AZE",-7,23.25399323,16.0068559981028,"Europe & Central Asia",2.832699889,51.8,0,2009,NA
5,NA,NA,NA,NA,NA,NA,3.226971478,10.4498589341098,46.7,NA,1.90606744700829,"High income: OECD",NA,NA,"BEL",10,17.88656448,16.1295896412411,"Europe & Central Asia",1.873670061,NA,0,1994,9.90216730104202
3,NA,0.0393474189359141,NA,0.0973478587056248,0.034424529597642,NA,3.71019693,10.5191987027104,48.1,NA,1.86366900875963,"High income: OECD",NA,NA,"BEL",10,17.81314149,16.1360578602335,"Europe & Central Asia",1.698856341,96.9,0,1997,10.1395657986946
3,539.48508612874,0.102521277802761,0.0973478587056248,0.00811122137848799,NA,0.0290635031392308,3.633841364,10.602613457601,48.6,NA,2.08079168413749,"High income: OECD",NA,NA,"BEL",10,17.5658063,16.1429102073328,"Europe & Central Asia",1.683278983,97.1,0,2000,10.29
4,499.01323662738,0.0964963110156071,0.00811122137848799,-0.0970029926500743,0.130429722931091,0.047483071679192,0.774498227,10.6239495882598,49.1,NA,1.65201548443346,"High income: OECD",0.566183136899365,0,"BEL",10,17.28518542,16.1550188229379,"Europe & Central Asia",1.809825765,97.2,0,2003,10.4734232772243
3.5,493.832184950136,0.0523623703578639,-0.0970029926500743,-0.0101352311536736,0.104662004583288,-0.0112074394996658,2.499134928,10.6886410310886,49,2.085,1.46985147782533,"High income: OECD",0.601994560290118,0,"BEL",10,17.09802292,16.1714428446499,"Europe & Central Asia",1.773011808,97.3,0,2006,10.6359854528799
5,441.528694469628,0.0302333108588334,-0.0101352311536736,0.0530884782277751,NA,0.127489326347913,-2.285112803,10.6830912874709,48.7,1.81,1.21814575261853,"High income: OECD",0.57842248413418,0.0630099728014506,"BEL",8,16.92304717,16.1947319171385,"Europe & Central Asia",2.195510205,97.4,0,2009,10.6993454528799
5,396.341523118767,0.0721183156620104,0.0530884782277751,-0.0453960306322197,0.0722165351372541,-0.168377553490946,0.137051659,10.698597129807,48.4,1.895,1.24486762575298,"High income: OECD",0.714868540344515,0.131459655485041,"BEL",8,16.9275548,16.2249971187393,"Europe & Central Asia",2.134184339,97.4,0,2012,10.6155309149204
5,NA,0.0355823383376831,-0.0453960306322197,NA,0.0400687893696393,-0.0273074163910608,1.476058965,10.7159239487825,48.5,1.9,NA,"High income: OECD",0.733454215775159,0.334088848594742,"BEL",8,17.00415665,16.2380271326065,"Europe & Central Asia",2.169002988,97.1,0,2015,NA
2,NA,0.0220223724512631,0.0137910132237831,0.0113294370855649,0.0804195914359794,NA,6.253158604,6.24027959896489,44,0.615,NA,"Low income",NA,NA,"BFA",0,46.5122328,16.442291193555,"Sub-Saharan Africa",1.162356169,22.3,0,2006,NA
2,NA,0.0369337877349447,0.0113294370855649,-0.0149190214824583,0.0606584946759523,-0.0616079938148187,2.962014371,6.30425346012637,42,0.76,NA,"Low income",NA,NA,"BFA",0,46.34360425,16.5329233925069,"Sub-Saharan Africa",1.146917558,24.8,0,2009,NA
2,NA,0.00905184025119219,-0.0149190214824583,-0.0181036805023844,0.0305400188861976,-0.0034198813770426,6.452674754,6.42079376420437,40.3,0.63,NA,"Low income",NA,NA,"BFA",0,46.08176008,16.6231777723468,"Sub-Saharan Africa",1.880633726,27.6,0,2012,NA
1.5,477.720645404793,0.0148875901804504,-0.0014104966759669,-0.0038349228678983,0.0875964782927773,0.0419840995803326,6.671868265,6.4457962926519,41.3,2.695,NA,"Lower middle income",0.752217399509341,0,"BGD",6,33.99668128,18.7947790438274,"South Asia",7.557205064,26.2,0,2006,5.38155428833162
3,425.581090771844,0.0113616831274955,-0.0038349228678983,0.0015439022301442,0.061841176383994,-0.030915587094728,5.045124794,6.587228007063,41,2.785,NA,"Lower middle income",0.727873183619551,0.0390639743347801,"BGD",5,32.58571477,18.829172653339,"South Asia",10.26627609,27.6,0,2009,5.78435428833162
3,402.781109643329,0.0155176036699281,0.0015439022301442,-0.00477851187417502,0.0365086215826411,-0.0237908041938788,6.521435078,6.73282278037516,NA,2.62,NA,"Lower middle income",0.842234383846009,0.0679373466691829,"BGD",5,31.00598455,18.8636153725141,"South Asia",10.58794022,29.1,0,2012,6.14595999083935
3,NA,0.0128148810491296,-0.00477851187417502,NA,0.0330703960121304,-0.00239636351550911,6.552633316,6.87898741150921,NA,2.675,NA,"Lower middle income",0.853179845253822,0.23608227967541,"BGD",1,29.42180231,18.8981618842996,"South Asia",7.840701611,30.7,0,2015,NA
4,NA,NA,NA,NA,NA,NA,1.818011241,8.20532831680533,34.3,NA,5.00132548830716,"Upper middle income",NA,NA,"BGR",8,18.43023014,15.9489182500174,"Europe & Central Asia",NA,NA,0,1994,8.76121666323142
4,NA,0.060007461936449,NA,0.0624518859092521,0.37207547204126,NA,-1.099999912,8.25404047270037,34.6,NA,4.75476547893918,"Upper middle income",NA,NA,"BGR",8,16.9187574,15.933218992671,"Europe & Central Asia",0.451962039,68.2,0,1997,8.99577253177602
3,561.915047393365,0.128214755605041,0.0624518859092521,0.00683706117336599,0.445571129261596,-0.041018706319512,5.010949436,8.29681975977529,34.8,NA,3.2240901694972,"Upper middle income",NA,NA,"BGR",8,15.66025702,15.9160005192462,"Europe & Central Asia",0.442919167,68.9,0,2000,9.28
2,516.324447077409,0.166434493991732,0.00683706117336599,-0.009911893776367,0.467607121305202,0.059716320795319,5.077522246,8.49592499544274,35.1,NA,2.84376968621112,"Upper middle income",0.616113744075829,0,"BGR",9,14.30203767,15.866466073023,"Europe & Central Asia",8.154228989,69.7,0,2003,9.93429864651323
2,512.158925750395,0.163704996883134,-0.009911893776367,0.056498482140091,0.792610905470769,0.234566551011576,6.753133915,8.71730666322176,35.2,2.515,2.1484466346642,"Upper middle income",0.641390205371248,0,"BGR",9,13.45594121,15.8437932699,"Europe & Central Asia",5.003537655,70.4,0,2006,10.6856790198099
2,458.883886255924,0.167436011430017,0.056498482140091,0.12675483349814,0.897153361161967,0.203002231509264,-4.219726999,8.8238918009527,35.4,2.15,1.86831673428595,"Upper middle income",0.625987361769352,0.0497630331753555,"BGR",9,13.22557715,15.8229784059892,"Europe & Central Asia",3.06795902,71.2,0,2009,11.1777590198099
2,406.165639810427,0.273079857786261,0.12675483349814,-0.077979501611445,0.545487772071932,-0.516492901188231,0.030943608,8.8625029924709,35.7,1.835,1.41283154109727,"Upper middle income",0.719194312796208,0.112954186413902,"BGR",9,13.50529788,15.804191156354,"Europe & Central Asia",2.687938038,72.2,0,2012,11.1575634306653
2,NA,0.229160456592737,-0.077979501611445,NA,0.243003321800052,-0.160105041997501,3.617442633,8.93748450586732,35.9,1.705,NA,"Upper middle income",0.735781990521327,0.30173775671406,"BGR",9,14.00650041,15.7865300968578,"Europe & Central Asia",2.977622064,73.7,0,2015,NA
3,NA,0,0,0,NA,0,5.299994794,10.0412951294261,NA,NA,0.834182828115413,"High income: nonOECD",NA,NA,"BHR",-9,30.14110446,13.4069616999832,"Middle East & North Africa",NA,88.4,0,2000,7.48
2,NA,0,0,NA,0.39666656608965,0.385252038304326,6.023951196,10.0014652318526,NA,NA,0.0680135156458291,"High income: nonOECD",NA,NA,"BHR",-7,27.15282049,13.5653952675729,"Middle East & North Africa",NA,88.4,0,2003,7.35232710408794
4,NA,18.2714135709313,16.1464343585811,-2.4837196923227,5.32200807123232,-8.2065211794973,3.148916191,9.93283426335584,NA,NA,16.6024237289104,"High income: nonOECD",NA,NA,"BHS",NA,31.70988963,12.527775637533,"Latin America & Caribbean",NA,NA,0,1994,NA
4,NA,20.1677468745484,-2.4837196923227,19.5285063647167,3.67844281428823,0.9334994374636,2.06223949,9.99811325177343,NA,NA,15.4126605955563,"High income: nonOECD",NA,NA,"BHS",NA,30.78370561,12.5671329596614,"Latin America & Caribbean",NA,81.4,0,1997,NA
4,695.054478164323,29.0277188190049,19.5285063647167,3.017079668107,6.77313835517309,1.53795685004254,4.1492464,10.1165124008114,NA,NA,19.7714354808844,"High income: nonOECD",NA,NA,"BHS",NA,29.30611971,12.6044795698264,"Latin America & Caribbean",NA,82,0,2000,NA
4,631.871058475204,35.8090489786722,3.017079668107,-19.0237331881714,10.4010833810162,5.08032867341616,-1.264744629,10.0981749935685,50.8,NA,16.1659930108318,"High income: nonOECD",0.175425610658771,0,"BHS",NA,27.0898127,12.6626933718823,"Latin America & Caribbean",NA,82.7,0,2003,NA
4,624.305255366395,28.3474599389748,-19.0237331881714,7.6503006414369,8.43575634877505,-3.60273560180838,2.516863841,10.1035444767247,50.4,16.98,17.1365475320307,"High income: nonOECD",0.179866765358993,0,"BHS",NA,25.16302891,12.7243603585273,"Latin America & Caribbean",NA,83.3,0,2006,NA
4,542.689785344189,25.7080877393977,7.6503006414369,-3.7076283427435,9.497888776237,5.55069259832358,-4.180919802,9.9965746558633,50,22.73,23.297765644571,"High income: nonOECD",0.168763878608438,0.0673575129533679,"BHS",NA,23.3410172,12.7794673523631,"Latin America & Caribbean",NA,83.9,0,2009,NA
4,451.260621761658,27.0995435663717,-3.7076283427435,-7.1296066829786,5.69270939418485,-7.561193364741,3.08010871,10.0010770486334,49.6,32.22,34.932536018749,"High income: nonOECD",0.244263508512213,0.0999259807549963,"BHS",NA,21.72514172,12.8267539664698,"Latin America & Caribbean",NA,84.5,0,2012,NA
NA,381.077491525424,1.38994220511153,0.0352620509347801,-0.12705135694837,0.190364602274158,-0.103886042131138,-0.933187591,8.4560176444434,48.6,1.49,NA,"Upper middle income",0.507570621468927,0.232542372881356,"BIH",NA,15.30987884,15.109744453235,"Europe & Central Asia",10.71417846,49.8,0,2012,NA
NA,NA,1.25301838893781,-0.12705135694837,NA,0.253812956631454,0.229727147219921,3.015921353,8.55140024968003,48.6,1.405,NA,"Upper middle income",0.530169491525424,0.449943502824859,"BIH",NA,14.47773321,15.0784956732671,"Europe & Central Asia",11.11132001,51.6,0,2015,NA
NA,NA,0,NA,0,0,NA,-11.7,7.71992164995536,30.4,NA,10.6225281481022,"Upper middle income",NA,NA,"BLR",7,22.04769223,16.1405418397881,"Europe & Central Asia",0.002678776,NA,0,1994,NA
NA,NA,0,0,NA,0,0,11.4,7.75649319727377,31.3,NA,11.5559255918354,"Upper middle income",NA,NA,"BLR",-7,20.46441494,16.129727735188,"Europe & Central Asia",0.329124028,68.7,0,1997,NA
2,472.364201680672,0.0560105699602906,NA,-0.0019754782285815,NA,NA,7.043192675,8.12258681915923,31.8,NA,10.78451623248,"Upper middle income",NA,NA,"BLR",-7,16.61315225,16.0975611539108,"Europe & Central Asia",0.920594591,71.2,0,2003,NA
2,460.771680672269,0.0674829622332536,-0.0019754782285815,0.0428277923985424,0.186800120218896,NA,10,8.43591598254289,31.7,8.105,NA,"Upper middle income",0.828571428571429,0,"BLR",-7,15.28840132,16.0777864416079,"Europe & Central Asia",0.725613582,72.7,0,2006,NA
2,411.164075630252,0.105082832529467,0.0428277923985424,0.011082571039427,0.21544850442199,0.085978081061664,0.2,8.62781415074691,31.9,5.33,6.52461195289904,"Upper middle income",0.813865546218487,0.0315126050420168,"BLR",-7,14.82558051,16.0675142084073,"Europe & Central Asia",1.023785562,74.2,0,2009,NA
1.5,385.363823529412,0.121453519147825,0.011082571039427,NA,0.147868029377901,-0.083351962401248,1.731391223,8.77844010695877,31.9,3.755,NA,"Upper middle income",0.860924369747899,0.0945378151260504,"BLR",-7,15.2123952,16.0630579867383,"Europe & Central Asia",1.60325547,75.7,0,2012,NA
NA,NA,39.8527960554002,34.0768053302131,5.2734921621741,16.8298827077422,-27.8639502359548,0.157938679,8.15805829914121,55,NA,0.495849737695489,"Upper middle income",NA,NA,"BLZ",NA,42.86769737,12.2144078113201,"Latin America & Caribbean",2.232537583,NA,0,1994,9.2810121790908
NA,NA,38.767120930941,5.2734921621741,8.5764572424967,15.1424979248771,4.3446538120723,3.545178858,8.11925285854152,54.1,NA,4.061261879191,"Upper middle income",NA,NA,"BLZ",NA,41.7258558,12.308656309301,"Latin America & Caribbean",3.469280477,47.2,0,1997,9.65917067674339
NA,599.698885511651,53.9293852597178,8.5764572424967,-8.5556862346156,19.1454690488208,1.5460286411722,13.03876213,8.25293918939895,52.5,NA,19.8910558262981,"Upper middle income",NA,NA,"BLZ",NA,40.7415644,12.4184181067449,"Latin America & Caribbean",2.988727845,47.8,0,2000,10.08
NA,549.055775075988,42.9228946259984,-8.5556862346156,-3.4656800814783,21.6693078697409,1.902008968211,9.326537858,8.35643445023064,51.5,NA,23.5467698534526,"Upper middle income",0.699594731509625,0,"BLZ",NA,39.78226136,12.5029498132214,"Latin America & Caribbean",3.246357246,49.2,0,2003,10.4983452284438
NA,527.552026342452,40.0884022817331,-3.4656800814783,1.6150002994805,34.8521850326425,14.357137232123,4.582560297,8.39489840336959,51,30.115,16.3783955803304,"Upper middle income",0.704660587639311,0,"BLZ",NA,38.32472906,12.5802087521849,"Latin America & Caribbean",5.241367474,50.6,0,2006,10.8825239894652
